State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
Rajasthan,2020,3,Financial Services,146383,113675141.51
Rajasthan,2020,3,Others,396352,193212778.71
Rajasthan,2020,4,Peer-to-peer payments,88730951,321280847680.95
Rajasthan,2020,4,Merchant payments,67367264,46142484518.08
Rajasthan,2020,4,Recharge & bill payments,33455755,18123908525.97
Rajasthan,2020,4,Financial Services,169294,136058685.85
Rajasthan,2020,4,Others,560171,351480425.65
Rajasthan,2021,1,Peer-to-peer payments,116733195,408190388154.23
Rajasthan,2021,1,Merchant payments,96394132,61936457709.22
Rajasthan,2021,1,Recharge & bill payments,38919519,20855464604.34
Rajasthan,2021,1,Financial Services,192936,162581466.93
Rajasthan,2021,1,Others,491137,347689722.92
Rajasthan,2021,2,Peer-to-peer payments,139277445,467784146764.75
Rajasthan,2021,2,Merchant payments,97860493,69922875807.47
Rajasthan,2021,2,Recharge & bill payments,49501703,23387103755.82
Rajasthan,2021,2,Financial Services,216441,186606893.61
Rajasthan,2021,2,Others,620957,422031947.6
Rajasthan,2021,3,Peer-to-peer payments,181742972,575912799217.9
Rajasthan,2021,3,Merchant payments,167819345,105548321875.06
Rajasthan,2021,3,Recharge & bill payments,49709657,28335516739.42
Rajasthan,2021,3,Financial Services,197211,190362135.86
Rajasthan,2021,3,Others,815568,524328574.25
Rajasthan,2021,4,Merchant payments,221774624,151967969235.02
Rajasthan,2021,4,Peer-to-peer payments,212937264,718215327365.92
Rajasthan,2021,4,Recharge & bill payments,51610607,32831163302.93
Rajasthan,2021,4,Financial Services,265091,263180819.69
Rajasthan,2021,4,Others,1034011,656777820.76
Rajasthan,2022,1,Merchant payments,267467038,171182113048.26
Rajasthan,2022,1,Peer-to-peer payments,241739380,814525435614.17
Rajasthan,2022,1,Recharge & bill payments,54555117,35542881861.08
Rajasthan,2022,1,Financial Services,244029,243340851.71
Rajasthan,2022,1,Others,956656,556409604.91
Rajasthan,2022,2,Merchant payments,336900860,208238945148.44
Rajasthan,2022,2,Peer-to-peer payments,263380560,905641041298.72
Rajasthan,2022,2,Recharge & bill payments,59879660,38325678033.56
Rajasthan,2022,2,Financial Services,170705,175399371.38
Rajasthan,2022,2,Others,838365,452454748.29
Rajasthan,2022,3,Merchant payments,398104319,230609701751.02
Rajasthan,2022,3,Peer-to-peer payments,299383118,961209376585.56
Rajasthan,2022,3,Recharge & bill payments,69118763,46000391408.24
Rajasthan,2022,3,Financial Services,215235,220271929.84
Rajasthan,2022,3,Others,719925,449514643.61
Rajasthan,2022,4,Merchant payments,457778005,275194969877.52
Rajasthan,2022,4,Peer-to-peer payments,334316758,1130380720682.52
Rajasthan,2022,4,Recharge & bill payments,72510470,50609988781.94
Rajasthan,2022,4,Financial Services,244442,270658680.98
Rajasthan,2022,4,Others,725173,500361375.69
Rajasthan,2023,1,Merchant payments,484552414,276693132279.0
Rajasthan,2023,1,Peer-to-peer payments,353301155,1216864232698.0
Rajasthan,2023,1,Recharge & bill payments,82232131,60583110261.0
Rajasthan,2023,1,Financial Services,259195,274450998.0
Rajasthan,2023,1,Others,751791,498449614.0
Rajasthan,2023,2,Merchant payments,592487449,310487787699.0
Rajasthan,2023,2,Peer-to-peer payments,389865502,1321457235324.0
Rajasthan,2023,2,Recharge & bill payments,90082184,65720609268.0
Rajasthan,2023,2,Financial Services,289948,328805088.0
Rajasthan,2023,2,Others,734255,461148921.0
Rajasthan,2023,3,Merchant payments,704324393,341799936129.0
Rajasthan,2023,3,Peer-to-peer payments,438800339,1385976868598.0
Rajasthan,2023,3,Recharge & bill payments,93085762,71540658202.0
Rajasthan,2023,3,Financial Services,359675,484002475.0
Rajasthan,2023,3,Others,661998,423978212.0
Rajasthan,2023,4,Merchant payments,766981185,396873110176.0
Rajasthan,2023,4,Peer-to-peer payments,484250991,1587157118494.0
Rajasthan,2023,4,Recharge & bill payments,97092812,81348244193.0
Rajasthan,2023,4,Financial Services,443168,570385125.0
Rajasthan,2023,4,Others,703998,430749813.0
Rajasthan,2024,1,Merchant payments,919893321,461976302970.0
Rajasthan,2024,1,Peer-to-peer payments,566762679,1797249393778.0
Rajasthan,2024,1,Recharge & bill payments,111655206,90033046149.0
Rajasthan,2024,1,Financial Services,475140,770584971.0
Rajasthan,2024,1,Others,687661,470845922.0
Rajasthan,2024,2,Merchant payments,1096672010,523282312007.0
Rajasthan,2024,2,Peer-to-peer payments,603947443,1879643438141.0
Rajasthan,2024,2,Recharge & bill payments,116905611,92675346901.0
Rajasthan,2024,2,Financial Services,580197,900517039.0
Rajasthan,2024,2,Others,749845,592923836.0
Rajasthan,2024,3,Merchant payments,1180358044,539372910912.0
Rajasthan,2024,3,Peer-to-peer payments,638917092,1829890897007.0
Rajasthan,2024,3,Recharge & bill payments,114791455,101313424056.0
Rajasthan,2024,3,Financial Services,740449,1135779724.0
Rajasthan,2024,3,Others,597995,544704206.0
Rajasthan,2024,4,Merchant payments,1255692535,612426670218.0
Rajasthan,2024,4,Peer-to-peer payments,672419613,2073546444802.0
Rajasthan,2024,4,Recharge & bill payments,112704437,105312390698.0
Rajasthan,2024,4,Financial Services,2077251,1154736814.0
Rajasthan,2024,4,Others,575711,609128876.0
Sikkim,2018,1,Recharge & bill payments,26965,4823943.54
Sikkim,2018,1,Peer-to-peer payments,13559,56334584.63
Sikkim,2018,1,Merchant payments,1349,1677583.14
Sikkim,2018,1,Financial Services,608,86906.82
Sikkim,2018,1,Others,1597,1727920.8
Sikkim,2018,2,Recharge & bill payments,45435,9465769.86
Sikkim,2018,2,Peer-to-peer payments,24237,127051984.39
Sikkim,2018,2,Merchant payments,2556,4713227.15
Sikkim,2018,2,Financial Services,562,218130.13
Sikkim,2018,2,Others,1788,2243974.01
Sikkim,2018,3,Recharge & bill payments,58421,12221506.19
Sikkim,2018,3,Peer-to-peer payments,43195,215547415.46
Sikkim,2018,3,Merchant payments,4521,5322296.75
Sikkim,2018,3,Financial Services,562,261766.8
Sikkim,2018,3,Others,1801,1727241.76
Sikkim,2018,4,Recharge & bill payments,79232,16713780.63
Sikkim,2018,4,Peer-to-peer payments,65451,351253329.74
Sikkim,2018,4,Merchant payments,7452,12637809.24
Sikkim,2018,4,Financial Services,717,596472.71
Sikkim,2018,4,Others,1681,1939965.75
Sikkim,2019,1,Peer-to-peer payments,121984,422987999.89
Sikkim,2019,1,Recharge & bill payments,96878,20711589.87
Sikkim,2019,1,Merchant payments,18346,11837344.85
Sikkim,2019,1,Financial Services,1225,191594.23
Sikkim,2019,1,Others,1854,2265105.53
Sikkim,2019,2,Peer-to-peer payments,172125,674044301.84
Sikkim,2019,2,Recharge & bill payments,142582,32535297.49
Sikkim,2019,2,Merchant payments,66722,28248001.03
Sikkim,2019,2,Financial Services,2294,310197.55
Sikkim,2019,2,Others,4521,3756445.53
Sikkim,2019,3,Peer-to-peer payments,203052,794235862.63
Sikkim,2019,3,Merchant payments,188753,52337322.53
Sikkim,2019,3,Recharge & bill payments,156125,33922224.89
Sikkim,2019,3,Financial Services,288,548142.9
Sikkim,2019,3,Others,4218,3672895.49
Sikkim,2019,4,Peer-to-peer payments,508471,1086457147.94
Sikkim,2019,4,Recharge & bill payments,181287,42705664.09
Sikkim,2019,4,Merchant payments,73992,43954548.8
Sikkim,2019,4,Financial Services,373,494076.35
Sikkim,2019,4,Others,2947,2898164.48
Sikkim,2020,1,Peer-to-peer payments,230413,954765350.19
Sikkim,2020,1,Recharge & bill payments,215586,53588505.84
Sikkim,2020,1,Merchant payments,79881,43201695.39
Sikkim,2020,1,Financial Services,345,175569.54
Sikkim,2020,1,Others,1893,1745150.99
Sikkim,2020,2,Recharge & bill payments,297620,78397187.11
Sikkim,2020,2,Peer-to-peer payments,186495,939900165.94
Sikkim,2020,2,Merchant payments,31442,34385184.66
Sikkim,2020,2,Financial Services,883,999656.07
Sikkim,2020,2,Others,1291,936594.48
Sikkim,2020,3,Recharge & bill payments,298885,83894642.67
Sikkim,2020,3,Peer-to-peer payments,245087,1255521152.97
Sikkim,2020,3,Merchant payments,49299,58337178.67
Sikkim,2020,3,Financial Services,1252,1795366.73
Sikkim,2020,3,Others,1912,1378387.62
Sikkim,2020,4,Peer-to-peer payments,334069,1711730126.58
Sikkim,2020,4,Recharge & bill payments,301382,90168624.05
Sikkim,2020,4,Merchant payments,95503,112478003.86
Sikkim,2020,4,Financial Services,1427,2361187.59
Sikkim,2020,4,Others,2654,2537863.03
Sikkim,2021,1,Peer-to-peer payments,403703,1965492629.58
Sikkim,2021,1,Recharge & bill payments,279679,93174110.11
Sikkim,2021,1,Merchant payments,112925,154183320.14
Sikkim,2021,1,Financial Services,1844,3027799.28
Sikkim,2021,1,Others,2038,1789867.73
Sikkim,2021,2,Peer-to-peer payments,473141,2125758496.62
Sikkim,2021,2,Recharge & bill payments,345495,103846501.52
Sikkim,2021,2,Merchant payments,153671,190473176.22
Sikkim,2021,2,Financial Services,1865,2851874.29
Sikkim,2021,2,Others,2542,1969531.03
Sikkim,2021,3,Peer-to-peer payments,595826,2582075089.38
Sikkim,2021,3,Recharge & bill payments,346173,111613776.76
Sikkim,2021,3,Merchant payments,213808,290732930.46
Sikkim,2021,3,Financial Services,1689,2624558.39
Sikkim,2021,3,Others,3098,2290508.82
Sikkim,2021,4,Peer-to-peer payments,831597,3548508409.66
Sikkim,2021,4,Recharge & bill payments,376078,136473754.4
Sikkim,2021,4,Merchant payments,369343,504586163.56
Sikkim,2021,4,Financial Services,2269,3162023.72
Sikkim,2021,4,Others,5058,4052910.3
Sikkim,2022,1,Peer-to-peer payments,916940,3650961081.0
Sikkim,2022,1,Merchant payments,449273,570784579.67
Sikkim,2022,1,Recharge & bill payments,371579,139135962.1
Sikkim,2022,1,Financial Services,2124,3062332.16
Sikkim,2022,1,Others,4386,3487320.93
Sikkim,2022,2,Peer-to-peer payments,1198014,4596501308.2
Sikkim,2022,2,Merchant payments,706658,847497607.09
Sikkim,2022,2,Recharge & bill payments,411189,162174479.7
Sikkim,2022,2,Financial Services,1758,1861284.8
Sikkim,2022,2,Others,4462,3070990.53
Sikkim,2022,3,Peer-to-peer payments,1222037,4173703593.66
Sikkim,2022,3,Merchant payments,772650,830361400.96
Sikkim,2022,3,Recharge & bill payments,397207,153567926.32
Sikkim,2022,3,Financial Services,1538,2851319.55
Sikkim,2022,3,Others,3326,2396303.4
Sikkim,2022,4,Peer-to-peer payments,1548662,5175155338.82
Sikkim,2022,4,Merchant payments,1033541,1096220774.26
Sikkim,2022,4,Recharge & bill payments,470639,181281682.32
Sikkim,2022,4,Financial Services,2049,2701971.79
Sikkim,2022,4,Others,3448,3025622.23
Sikkim,2023,1,Peer-to-peer payments,1779090,5451626602.0
Sikkim,2023,1,Merchant payments,1067585,1091745064.0
Sikkim,2023,1,Recharge & bill payments,543957,213517668.0
Sikkim,2023,1,Financial Services,2603,2801184.0
Sikkim,2023,1,Others,2893,2877504.0
Sikkim,2023,2,Peer-to-peer payments,2196285,6799375282.0
Sikkim,2023,2,Merchant payments,1616549,1523202088.0
Sikkim,2023,2,Recharge & bill payments,594826,251468530.0
Sikkim,2023,2,Financial Services,2790,3457083.0
Sikkim,2023,2,Others,2517,2847453.0
Sikkim,2023,3,Peer-to-peer payments,2187102,6245427022.0
Sikkim,2023,3,Merchant payments,2011690,1619166618.0
Sikkim,2023,3,Recharge & bill payments,600784,233423001.0
Sikkim,2023,3,Financial Services,3289,7262131.0
Sikkim,2023,3,Others,2072,1958649.0
Sikkim,2023,4,Peer-to-peer payments,2165502,6467541154.0
Sikkim,2023,4,Merchant payments,2124031,1877772225.0
Sikkim,2023,4,Recharge & bill payments,562618,235242389.0
Sikkim,2023,4,Financial Services,3357,7657246.0
Sikkim,2023,4,Others,1816,2395457.0
Sikkim,2024,1,Merchant payments,2707037,2172007531.0
Sikkim,2024,1,Peer-to-peer payments,2501457,6989057055.0
Sikkim,2024,1,Recharge & bill payments,605942,278107861.0
Sikkim,2024,1,Financial Services,3962,14632590.0
Sikkim,2024,1,Others,1748,1916486.0
Sikkim,2024,2,Merchant payments,3610564,2756669498.0
Sikkim,2024,2,Peer-to-peer payments,2927640,8213879109.0
Sikkim,2024,2,Recharge & bill payments,642240,310411870.0
Sikkim,2024,2,Financial Services,5988,12875123.0
Sikkim,2024,2,Others,1890,2682555.0
Sikkim,2024,3,Merchant payments,3967262,2720586221.0
Sikkim,2024,3,Peer-to-peer payments,3060298,7537324304.0
Sikkim,2024,3,Recharge & bill payments,677635,293314207.0
Sikkim,2024,3,Financial Services,6715,15986708.0
Sikkim,2024,3,Others,1871,2617632.0
Sikkim,2024,4,Merchant payments,4746814,3358031205.0
Sikkim,2024,4,Peer-to-peer payments,3464526,8951460155.0
Sikkim,2024,4,Recharge & bill payments,682763,312543062.0
Sikkim,2024,4,Financial Services,20851,15322191.0
Sikkim,2024,4,Others,1916,3744785.0
Tamil Nadu,2018,1,Recharge & bill payments,3308548,646028338.4
Tamil Nadu,2018,1,Peer-to-peer payments,2670613,10031518934.09
Tamil Nadu,2018,1,Merchant payments,326510,272002057.17
Tamil Nadu,2018,1,Financial Services,115363,31876073.75
Tamil Nadu,2018,1,Others,305588,280132294.11
Tamil Nadu,2018,2,Recharge & bill payments,4464677,1189892955.81
Tamil Nadu,2018,2,Peer-to-peer payments,4433762,18067624388.1
Tamil Nadu,2018,2,Merchant payments,627918,517130320.47
Tamil Nadu,2018,2,Financial Services,167035,65402385.26
Tamil Nadu,2018,2,Others,298736,285794226.64
Tamil Nadu,2018,3,Peer-to-peer payments,8810836,26792462660.04
Tamil Nadu,2018,3,Recharge & bill payments,5148411,1521551955.21
Tamil Nadu,2018,3,Merchant payments,1290978,733189649.57
Tamil Nadu,2018,3,Financial Services,191732,37049222.37
Tamil Nadu,2018,3,Others,332121,245838754.0
Tamil Nadu,2018,4,Peer-to-peer payments,11538547,39180083690.57
Tamil Nadu,2018,4,Recharge & bill payments,7093764,2020329567.82
Tamil Nadu,2018,4,Merchant payments,3145621,1742903221.43
Tamil Nadu,2018,4,Financial Services,228398,46571758.68
Tamil Nadu,2018,4,Others,451114,312185737.38
Tamil Nadu,2019,1,Peer-to-peer payments,18645926,51296299081.44
Tamil Nadu,2019,1,Recharge & bill payments,8863289,2695317014.87
Tamil Nadu,2019,1,Merchant payments,4195222,1924461188.99
Tamil Nadu,2019,1,Financial Services,193261,31217137.55
Tamil Nadu,2019,1,Others,377347,256742393.28
Tamil Nadu,2019,2,Peer-to-peer payments,16952961,57924128549.07
Tamil Nadu,2019,2,Recharge & bill payments,8414514,3280033639.85
Tamil Nadu,2019,2,Merchant payments,6296995,2690331792.51
Tamil Nadu,2019,2,Financial Services,70142,18334602.39
Tamil Nadu,2019,2,Others,437125,294847441.94
Tamil Nadu,2019,3,Peer-to-peer payments,21277636,70615331408.54
Tamil Nadu,2019,3,Merchant payments,10344027,4079315732.66
Tamil Nadu,2019,3,Recharge & bill payments,9246678,3964144354.42
Tamil Nadu,2019,3,Financial Services,88261,27213741.83
Tamil Nadu,2019,3,Others,453581,273599406.19
Tamil Nadu,2019,4,Peer-to-peer payments,28814008,91858026341.28
Tamil Nadu,2019,4,Merchant payments,16153034,6420193204.78
Tamil Nadu,2019,4,Recharge & bill payments,11157765,4681454397.56
Tamil Nadu,2019,4,Financial Services,60624,24332240.66
Tamil Nadu,2019,4,Others,410980,206859328.27
Tamil Nadu,2020,1,Peer-to-peer payments,30880360,101907683045.28
Tamil Nadu,2020,1,Merchant payments,21541556,8950736938.22
Tamil Nadu,2020,1,Recharge & bill payments,14134259,5493239429.73
Tamil Nadu,2020,1,Financial Services,61427,41422107.81
Tamil Nadu,2020,1,Others,335871,176604658.39
Tamil Nadu,2020,2,Peer-to-peer payments,21700844,82347647064.12
Tamil Nadu,2020,2,Recharge & bill payments,18474731,6414781159.48
Tamil Nadu,2020,2,Merchant payments,11477546,6909361871.63
Tamil Nadu,2020,2,Financial Services,78584,89189349.85
Tamil Nadu,2020,2,Others,138405,65529451.74
Tamil Nadu,2020,3,Peer-to-peer payments,31754077,123561080533.05
Tamil Nadu,2020,3,Merchant payments,20664887,12554589575.5
Tamil Nadu,2020,3,Recharge & bill payments,17521756,7476952307.41
Tamil Nadu,2020,3,Financial Services,129671,158512062.55
Tamil Nadu,2020,3,Others,207434,90281020.16
Tamil Nadu,2020,4,Peer-to-peer payments,47800741,172196381789.49
Tamil Nadu,2020,4,Merchant payments,41297305,24417758781.65
Tamil Nadu,2020,4,Recharge & bill payments,21563946,9462546013.16
Tamil Nadu,2020,4,Financial Services,153044,186775413.14
Tamil Nadu,2020,4,Others,364665,209735503.55
Tamil Nadu,2021,1,Peer-to-peer payments,57446279,206405230307.96
Tamil Nadu,2021,1,Merchant payments,53811885,30722779534.58
Tamil Nadu,2021,1,Recharge & bill payments,24826273,11115915388.74
Tamil Nadu,2021,1,Financial Services,170620,215319360.48
Tamil Nadu,2021,1,Others,301617,208899281.88
Tamil Nadu,2021,2,Peer-to-peer payments,60812902,216379027686.3
Tamil Nadu,2021,2,Merchant payments,52048347,33504798112.88
Tamil Nadu,2021,2,Recharge & bill payments,32753032,13155346942.26
Tamil Nadu,2021,2,Financial Services,192614,225113402.66
Tamil Nadu,2021,2,Others,351547,223054882.45
Tamil Nadu,2021,3,Merchant payments,85074941,52932187058.58
Tamil Nadu,2021,3,Peer-to-peer payments,83833356,296121079294.83
Tamil Nadu,2021,3,Recharge & bill payments,34751691,15613287081.61
Tamil Nadu,2021,3,Financial Services,182097,246146707.28
Tamil Nadu,2021,3,Others,515319,294622911.63
Tamil Nadu,2021,4,Merchant payments,117578360,70539086832.14
Tamil Nadu,2021,4,Peer-to-peer payments,104493071,353529424598.23
Tamil Nadu,2021,4,Recharge & bill payments,36163870,18979178477.53
Tamil Nadu,2021,4,Financial Services,228761,275850497.09
Tamil Nadu,2021,4,Others,691914,400412189.8
Tamil Nadu,2022,1,Merchant payments,139788772,81798208975.87
Tamil Nadu,2022,1,Peer-to-peer payments,119383791,409631710258.45
Tamil Nadu,2022,1,Recharge & bill payments,34579431,20705079141.1
Tamil Nadu,2022,1,Financial Services,241201,298216135.38
Tamil Nadu,2022,1,Others,579955,355987089.83
Tamil Nadu,2022,2,Merchant payments,179245529,100813133534.03
Tamil Nadu,2022,2,Peer-to-peer payments,136341691,464333108374.57
Tamil Nadu,2022,2,Recharge & bill payments,38257271,24477663683.79
Tamil Nadu,2022,2,Financial Services,202498,233054908.97
Tamil Nadu,2022,2,Others,459948,277767177.03
Tamil Nadu,2022,3,Merchant payments,202149276,109801011246.16
Tamil Nadu,2022,3,Peer-to-peer payments,148805657,493880482824.98
Tamil Nadu,2022,3,Recharge & bill payments,41919063,27694221703.17
Tamil Nadu,2022,3,Financial Services,217741,238069828.17
Tamil Nadu,2022,3,Others,404438,265434770.79
Tamil Nadu,2022,4,Merchant payments,229308285,118847998736.56
Tamil Nadu,2022,4,Peer-to-peer payments,162920305,526511418812.77
Tamil Nadu,2022,4,Recharge & bill payments,43391904,29719449171.39
Tamil Nadu,2022,4,Financial Services,295740,334812023.57
Tamil Nadu,2022,4,Others,400402,275988847.15
Tamil Nadu,2023,1,Merchant payments,248540772,124250251559.0
Tamil Nadu,2023,1,Peer-to-peer payments,169269032,554678365256.0
Tamil Nadu,2023,1,Recharge & bill payments,42745926,36069237413.0
Tamil Nadu,2023,1,Financial Services,281287,303893116.0
Tamil Nadu,2023,1,Others,375370,281926174.0
Tamil Nadu,2023,2,Merchant payments,270279446,132952561597.0
Tamil Nadu,2023,2,Peer-to-peer payments,181169979,603065358975.0
Tamil Nadu,2023,2,Recharge & bill payments,46387359,39784453434.0
Tamil Nadu,2023,2,Financial Services,273888,317118374.0
Tamil Nadu,2023,2,Others,318966,243058635.0
Tamil Nadu,2023,3,Merchant payments,309648502,147481033140.0
Tamil Nadu,2023,3,Peer-to-peer payments,198678217,641624213537.0
Tamil Nadu,2023,3,Recharge & bill payments,47138716,43398412878.0
Tamil Nadu,2023,3,Financial Services,320645,373041817.0
Tamil Nadu,2023,3,Others,298928,228563326.0
Tamil Nadu,2023,4,Merchant payments,336838248,162776066943.0
Tamil Nadu,2023,4,Peer-to-peer payments,208592985,662522423764.0
Tamil Nadu,2023,4,Recharge & bill payments,47390155,46923336165.0
Tamil Nadu,2023,4,Financial Services,381269,421861473.0
Tamil Nadu,2023,4,Others,278724,226976660.0
Tamil Nadu,2024,1,Merchant payments,372666269,174040000374.0
Tamil Nadu,2024,1,Peer-to-peer payments,219277542,689079882786.0
Tamil Nadu,2024,1,Recharge & bill payments,47746915,50024181672.0
Tamil Nadu,2024,1,Financial Services,374620,495981410.0
Tamil Nadu,2024,1,Others,261851,221064820.0
Tamil Nadu,2024,2,Merchant payments,421976763,197165267684.0
Tamil Nadu,2024,2,Peer-to-peer payments,232946490,735720936629.0
Tamil Nadu,2024,2,Recharge & bill payments,49473659,51378465692.0
Tamil Nadu,2024,2,Financial Services,423814,610399506.0
Tamil Nadu,2024,2,Others,262960,276080355.0
Tamil Nadu,2024,3,Merchant payments,465377405,211903749095.0
Tamil Nadu,2024,3,Peer-to-peer payments,261706244,784327647260.0
Tamil Nadu,2024,3,Recharge & bill payments,50701926,53589777402.0
Tamil Nadu,2024,3,Financial Services,499913,641815710.0
Tamil Nadu,2024,3,Others,251213,316605354.0
Tamil Nadu,2024,4,Merchant payments,495976852,225671459942.0
Tamil Nadu,2024,4,Peer-to-peer payments,272513152,807642909750.0
Tamil Nadu,2024,4,Recharge & bill payments,50037730,53242042381.0
Tamil Nadu,2024,4,Financial Services,1645600,715680931.0
Tamil Nadu,2024,4,Others,250554,360782602.0
Telangana,2018,1,Recharge & bill payments,4209319,831912767.59
Telangana,2018,1,Peer-to-peer payments,3307245,11748268950.76
Telangana,2018,1,Merchant payments,351474,282899066.61
Telangana,2018,1,Financial Services,262876,57011875.36
Telangana,2018,1,Others,391852,388111458.21
Telangana,2018,2,Peer-to-peer payments,4784079,20748520742.58
Telangana,2018,2,Recharge & bill payments,4686542,1274130053.83
Telangana,2018,2,Merchant payments,701082,551696487.32
Telangana,2018,2,Financial Services,277805,85498213.25
Telangana,2018,2,Others,315162,357356020.67
Telangana,2018,3,Peer-to-peer payments,11560952,29253505738.83
Telangana,2018,3,Recharge & bill payments,5328881,1568136060.63
Telangana,2018,3,Merchant payments,1770075,855534175.48
Telangana,2018,3,Financial Services,307312,52554123.97
Telangana,2018,3,Others,365483,300363110.81
Telangana,2018,4,Peer-to-peer payments,15571288,44541667501.74
Telangana,2018,4,Recharge & bill payments,7121135,2165870863.17
Telangana,2018,4,Merchant payments,5315161,2356841304.96
Telangana,2018,4,Financial Services,392423,64569231.24
Telangana,2018,4,Others,521147,380139546.94
Telangana,2019,1,Peer-to-peer payments,40488967,87361237975.49
Telangana,2019,1,Merchant payments,12341901,4144368545.54
Telangana,2019,1,Recharge & bill payments,11525394,3619117615.49
Telangana,2019,1,Financial Services,463688,54547989.28
Telangana,2019,1,Others,470752,343989909.88
Telangana,2019,2,Peer-to-peer payments,46741594,141095702899.16
Telangana,2019,2,Merchant payments,25682382,8442740781.47
Telangana,2019,2,Recharge & bill payments,16225017,5603477828.55
Telangana,2019,2,Financial Services,252173,43627344.86
Telangana,2019,2,Others,709213,490894328.39
Telangana,2019,3,Peer-to-peer payments,59981113,180342868388.36
Telangana,2019,3,Merchant payments,44035953,14308557740.55
Telangana,2019,3,Recharge & bill payments,16437222,6793699069.39
Telangana,2019,3,Financial Services,183163,39617186.74
Telangana,2019,3,Others,857925,445278745.38
Telangana,2019,4,Peer-to-peer payments,82587060,249346680995.99
Telangana,2019,4,Merchant payments,59347809,21510626607.08
Telangana,2019,4,Recharge & bill payments,20797056,9561315124.6
Telangana,2019,4,Financial Services,137291,33453857.4
Telangana,2019,4,Others,703042,294688962.66
Telangana,2020,1,Peer-to-peer payments,95668911,327641798044.81
Telangana,2020,1,Merchant payments,76818285,31076431477.91
Telangana,2020,1,Recharge & bill payments,26324268,12324266104.56
Telangana,2020,1,Financial Services,88184,59500639.39
Telangana,2020,1,Others,509877,241784101.55
Telangana,2020,2,Peer-to-peer payments,76683293,279478553909.74
Telangana,2020,2,Merchant payments,44181999,26712043204.89
Telangana,2020,2,Recharge & bill payments,30885875,15106945863.86
Telangana,2020,2,Financial Services,116776,134169906.75
Telangana,2020,2,Others,187200,100126467.19
Telangana,2020,3,Peer-to-peer payments,116668399,437459188905.05
Telangana,2020,3,Merchant payments,86836471,49743225885.18
Telangana,2020,3,Recharge & bill payments,32352860,18378477087.58
Telangana,2020,3,Financial Services,195857,223377023.51
Telangana,2020,3,Others,318539,156875854.55
Telangana,2020,4,Peer-to-peer payments,160607487,591976601278.52
Telangana,2020,4,Merchant payments,143897953,81725950703.21
Telangana,2020,4,Recharge & bill payments,38174710,22006183348.8
Telangana,2020,4,Financial Services,230134,275357720.02
Telangana,2020,4,Others,733503,366346176.41
Telangana,2021,1,Merchant payments,185230619,95927278280.53
Telangana,2021,1,Peer-to-peer payments,179738195,676276353116.84
Telangana,2021,1,Recharge & bill payments,46371555,26447601338.53
Telangana,2021,1,Financial Services,262473,320153410.18
Telangana,2021,1,Others,969268,387877900.5
Telangana,2021,2,Peer-to-peer payments,230861833,872151973637.89
Telangana,2021,2,Merchant payments,205232899,123207789311.3
Telangana,2021,2,Recharge & bill payments,58637866,31877277168.34
Telangana,2021,2,Financial Services,278546,300569264.14
Telangana,2021,2,Others,856400,420723415.92
Telangana,2021,3,Merchant payments,286735350,159227310549.39
Telangana,2021,3,Peer-to-peer payments,271436926,981754679241.04
Telangana,2021,3,Recharge & bill payments,62744121,36434881136.02
Telangana,2021,3,Financial Services,235519,329138539.46
Telangana,2021,3,Others,1734852,543116826.34
Telangana,2021,4,Merchant payments,376584215,212974766412.02
Telangana,2021,4,Peer-to-peer payments,331774591,1204991223519.02
Telangana,2021,4,Recharge & bill payments,66477036,44760398983.31
Telangana,2021,4,Financial Services,298871,392141743.67
Telangana,2021,4,Others,855060,639658842.9
Telangana,2022,1,Merchant payments,449186799,243841863780.68
Telangana,2022,1,Peer-to-peer payments,368048408,1375289566667.71
Telangana,2022,1,Recharge & bill payments,66352138,50470450179.88
Telangana,2022,1,Financial Services,284035,394283511.94
Telangana,2022,1,Others,2582005,642005688.77
Telangana,2022,2,Merchant payments,565370506,307468406704.91
Telangana,2022,2,Peer-to-peer payments,422056582,1580014085694.83
Telangana,2022,2,Recharge & bill payments,75099130,63136761649.39
Telangana,2022,2,Financial Services,245023,324857780.56
Telangana,2022,2,Others,611316,470432687.39
Telangana,2022,3,Merchant payments,880414292,447150646953.74
Telangana,2022,3,Peer-to-peer payments,626830752,2170173323588.53
Telangana,2022,3,Recharge & bill payments,119779835,87937210666.27
Telangana,2022,3,Financial Services,340458,442783619.09
Telangana,2022,3,Others,800064,621900924.44
Telangana,2022,4,Merchant payments,1002521735,491556008133.54
Telangana,2022,4,Peer-to-peer payments,694612831,2393380395296.85
Telangana,2022,4,Recharge & bill payments,121188131,92136759501.42
Telangana,2022,4,Financial Services,401838,498719426.01
Telangana,2022,4,Others,782297,680680558.33
Telangana,2023,1,Merchant payments,830385203,369961744486.0
Telangana,2023,1,Peer-to-peer payments,522865792,1898813645344.0
Telangana,2023,1,Recharge & bill payments,86187673,102787343319.0
Telangana,2023,1,Financial Services,326874,458821191.0
Telangana,2023,1,Others,565916,560179944.0
Telangana,2023,2,Merchant payments,977182965,429169888297.0
Telangana,2023,2,Peer-to-peer payments,593322476,2155918289810.0
Telangana,2023,2,Recharge & bill payments,94107914,112036624317.0
Telangana,2023,2,Financial Services,354045,517795343.0
Telangana,2023,2,Others,463571,507337241.0
Telangana,2023,3,Merchant payments,1128208049,480552979790.0
